,time_1,accuracy_1,precision_1,recall_1,f1score_1,model_1,time_2,accuracy_2,precision_2,recall_2,f1score_2,model_2,time_3,accuracy_3,precision_3,recall_3,f1score_3,model_3,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1score_mean,f1score_std,error_1,error_2,error_3
AP_Breast_Lung,617.7808408737183,0.9491525423728814,0.9117647058823529,0.9117647058823529,0.9117647058823528,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('stackingestimator', StackingEstimator(estimator=Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer-1', FunctionTransformer(accept_sparse=False,
          fu...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",626.1697015762329,0.940677966101695,0.8648648648648649,0.9411764705882353,0.9014084507042254,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7fc561cfc2f0>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
          validate=True)), ('st...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",624.8062374591827,0.9576271186440678,0.9142857142857143,0.9411764705882353,0.9275362318840579,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer-1', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7f02a10e42f0>, inv_kw_args=None,
          inverse_func=None,...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",0.9491525423728814,0.006919462550234947,0.8969717616776439,0.022726320835135767,0.9313725490196078,0.013864838846795053,0.9135697961568786,0.010742718480275937,,,
AirlinesCodrnaAdult,660.0012686252594,,,,,,660.0011961460114,,,,,,660.0011155605316,,,,,,,,,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,'list' object has no attribute 'take'
MagicTelescope,605.1802725791931,0.8128286014721346,0.7324455205811138,0.729794933655006,0.7311178247734139,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7fe3363e52f0>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
          validate=True)), ('fe...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",608.1408927440643,0.8103049421661409,0.7282608695652174,0.7273823884197829,0.7278213639106819,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion-1', FeatureUnion(n_jobs=1,
       transformer_list=[('stackingestimator', StackingEstimator(estimator=Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontr...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",605.4657282829285,0.8090431125131441,0.7267230955259976,0.7249698431845597,0.7258454106280194,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('stackingestimator', StackingEstimator(estimator=Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontran...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",0.8107255520504731,0.0015737780806620273,0.7291431618907763,0.0024180387284823066,0.7273823884197829,0.0019698349358931886,0.7282615331040384,0.0021748409013418366,,,
arrhythmia,600.7622818946838,0.8141592920353983,0.8059701492537313,0.8709677419354839,0.8372093023255813,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7f0c23be72f0>, inv_kw_args=None,
          inverse_func=None, k...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",601.0044226646423,0.7787610619469026,0.7846153846153846,0.8225806451612904,0.8031496062992126,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7fd8c01b92f0>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
          validate=True)), ('fe...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",600.8252413272858,0.7964601769911505,0.7910447761194029,0.8548387096774194,0.8217054263565892,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7f389cf182f0>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
          validate=True)), ('fe...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",0.7964601769911505,0.01445126691907482,0.793876769996173,0.008945078169151391,0.8494623655913979,0.02011643756330074,0.8206881116604611,0.013923407634756128,,,
audiology,660.0020530223846,,,,,,660.0011491775513,,,,,,660.0039293766022,,,,,,,,,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.
dataset_31_credit-g,660.0030162334442,,,,,,600.8099231719971,0.692,0.7928994082840237,0.7613636363636364,0.7768115942028986,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('stackingestimator', StackingEstimator(estimator=Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontran...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",605.3298037052155,0.684,0.7904191616766467,0.75,0.7696793002915452,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7f2b5e0c02f0>, inv_kw_args=None,
          inverse_func=None, k...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",0.688,0.003999999999999948,0.7916592849803352,0.0012401233036885007,0.7556818181818181,0.005681818181818177,0.7732454472472219,0.0035661469556766967,A pipeline has not yet been optimized. Please call fit() first.,,
electricity-normalized,609.1957385540009,0.8822387005649718,0.8606351859590472,0.8606351859590472,0.8606351859590472,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7fe6453602f0>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
          validate=True)), ('fe...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",660.0035157203674,,,,,,604.6335122585297,0.8810911016949152,0.8578563995837669,0.861262014208107,0.8595558335939943,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7f14ba3d32f0>, inv_kw_args=None,
          inverse_func=None, k...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",0.8816649011299436,0.0005737994350282771,0.859245792771407,0.0013893931876401422,0.8609486000835771,0.00031341412452989825,0.8600955097765208,0.0005396761825264274,,A pipeline has not yet been optimized. Please call fit() first.,
gina_agnostic,610.9464185237885,0.8604382929642446,0.8384074941451991,0.8731707317073171,0.855436081242533,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7fb66087b2f0>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
          validate=True)), ('st...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",619.6749265193939,0.8535178777393311,0.83451536643026,0.8609756097560975,0.8475390156062425,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('stackingestimator', StackingEstimator(estimator=Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer-1', FunctionTransformer(accept_sparse=False,
          fu...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",618.8879520893097,0.8558246828143022,0.8275862068965517,0.8780487804878049,0.8520710059171597,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7f82778a32f0>, inv_kw_args=None,
          inverse_func=None, k...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",0.8565936178392927,0.0028770914162044893,0.8335030224906702,0.004475391574559165,0.8707317073170732,0.007180293387258419,0.8516820342553117,0.003235674646938499,,,
hiva_agnostic,611.7557923793793,0.945179584120983,0.3111111111111111,0.34146341463414637,0.3255813953488372,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7fcc367c52f0>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
          validate=True)), ('fe...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",622.7154226303101,0.9404536862003781,0.2708333333333333,0.3170731707317073,0.29213483146067415,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False,
          func=<function copy at 0x7f1efd75b2f0>, inv_kw_args=None,
          inverse_func=None, k...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",616.5232741832733,0.94234404536862,0.2826086956521739,0.3170731707317073,0.29885057471264365,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion-1', FeatureUnion(n_jobs=1,
       transformer_list=[('featureunion', FeatureUnion(n_jobs=1,
       transformer_list=[('functiontransformer-1', FunctionTransformer(accept_sparse=False,
          func=<function copy...      min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",0.9426591052299939,0.001942159421225279,0.2881843800322061,0.01690938670104693,0.3252032520325203,0.01149767123880566,0.3055222671740517,0.014446493673920768,,,
openml_phpJNxH0q,660.0034987926483,,,,,,660.0030460357666,,,,,,660.0018937587738,,,,,,,,,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.
