dataset,accuracy_1,accuracy_2,accuracy_3,accuracy_mean,accuracy_std,error_1,error_2,error_3,f1score_1,f1score_2,f1score_3,f1score_mean,f1score_std,model_1,model_2,model_3,precision_1,precision_2,precision_3,precision_mean,precision_std,recall_1,recall_2,recall_3,recall_mean,recall_std,time_1,time_2,time_3
AP_Breast_Lung,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,3708.2845752239227,3608.1565384864807,3622.218205451965
AP_Omentum_Ovary,0.8260869565217391,0.8405797101449275,,0.8333333333333333,0.00724637681159418,,,A pipeline has not yet been optimized. Please call fit() first.,0.8051529790660226,0.8241426467953844,,0.8146478129307035,0.009494833864680918,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=2,
              max_features=0.9000000000000001, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
 ....7500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features=0.8, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=2, min_samples_split=9,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])",,0.8386145910095799,0.8512107582572349,,0.8449126746334075,0.0062980836238275,0.8260869565217391,0.8405797101449275,,0.8333333333333333,0.00724637681159418,3677.694701910019,3874.8132231235504,3603.279134750366
AP_Prostate_Ovary,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9850746268656716,1.1102230246251563e-16,,,,0.9848445844173628,0.9848445844173628,0.9848445844173628,0.9848445844173628,0.0,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features=0.5, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=13, min_samples_split=16,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])","Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features=0.8500000000000001,
            max_leaf_nodes=None, min_impurity_decrease=0.0,
            min_impurity_split=None, min_samples_leaf=12,
            min_samples_split=7, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('functiontransformer-1', FunctionTransformer(accept_sparse=False, check_inverse=True,
          func=<function copy at 0x7f486ad19d90>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
      ...ors=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])",0.9853459972862958,0.9853459972862958,0.9853459972862958,0.9853459972862958,0.0,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9850746268656716,1.1102230246251563e-16,3650.5765283107758,3784.574541091919,3713.382440805435
AirlinesCodrnaAdult,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,6939.54917049408,5273.1022787094125,6281.614545345306
Amazon,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,3764.970993041992,3922.9511272907257,3785.165269374848
CovPokElec,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,3757.472814083099,3960.0011069774628,3960.001329898834
GCM,,,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,,,3792.097674846649,,
KDDCup99,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,3730.872764825821,3865.902909755707,3611.6467473506927
MagicTelescope,0.8809674027339642,,,0.8809674027339642,0.0,,,,0.8790614487386785,,,0.8790614487386785,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=0.45, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              ....9000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",,,0.880597472989455,,,0.880597472989455,0.0,0.8809674027339642,,,0.8809674027339642,0.0,3618.230637311936,,
aaaData_for_UCI_named,1.0,,,1.0,0.0,,,,1.0,,,1.0,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.01, loss='deviance', max_depth=4,
              max_features=0.35000000000000003, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,....6500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",,,1.0,,,1.0,0.0,1.0,,,1.0,0.0,3604.297778367996,,
