V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
11.63344,11.621453,11.607103,11.589921,11.56935,11.544722,11.515236,11.479933,11.437667,11.387064,11.32648,11.253945,11.167102,11.063130000000001,10.938649,10.789613000000001,10.611180000000001,10.397552000000001,10.141784,9.835566,10.141784,10.397552000000001,10.611180000000001,10.789613000000001,10.938649,11.063130000000001,11.167102,11.253945,11.32648,11.387064,11.437667,11.479933,11.515236,11.544722,11.56935,11.589921,11.607103,11.621453,11.63344,11.643452,11.651814,11.658797999999999,11.664632000000001,11.669505000000001,11.673575,11.676974000000001,11.679813000000001,11.682185,11.684166000000001,11.68582,11.687202000000001,11.688356,11.68932,11.690125,11.690798,11.691360000000001,11.691828999999998,11.692221,11.692548,11.692821,11.69305,11.693241,11.6934,11.693533,11.693644,11.693736999999999,11.693814,11.693878999999999,11.693933,11.693978,11.694016,11.694048,11.694074,11.694096,11.694114,11.69413,11.694142999999999,11.694153,11.694162,11.69417,11.694175999999999,11.694181,11.694185000000001,11.694189,11.694192,11.694195,11.694197,11.694199000000001,11.6942,11.694201,11.694202,11.694203,11.694204,11.694204,11.694205,11.694205,11.694206,11.694206,11.694206,11.694207,1
2965.448555,2964.0077730000003,2962.296053,2960.262446,2957.846422,2954.9760690000003,2951.565949,2947.51456,2942.701314,2936.982943,2930.1892399999997,2922.1179899999997,2912.528952,2901.136709,2887.60217,2871.5224789999997,2852.419023,2829.723188,2802.759431,2770.725177,2732.666923,2687.451866,2633.734179,2569.914951,2633.734179,2687.451866,2732.666923,2770.725177,2802.759431,2829.723188,2852.419023,2871.5224789999997,2887.60217,2901.136709,2912.528952,2922.1179899999997,2930.1892399999997,2936.982943,2942.701314,2947.51456,2951.565949,2954.9760690000003,2957.846422,2960.262446,2962.296053,2964.0077730000003,2965.448555,2966.661286,2967.682061,2968.541264,2969.264469,2969.873203,2970.385584,2970.816863,2971.179879,2971.485434,2971.742626,2971.959108,2972.1413239999997,2972.294699,2972.423797,2972.532461,2972.623925,2972.7009120000002,2972.765713,2972.820257,2972.866167,2972.904811,2972.9373379999997,2972.9647170000003,2972.987762,2973.007159,2973.023486,2973.037229,2973.048797,2973.058533,2973.066729,2973.0736269999998,2973.079433,2973.0843210000003,2973.088434,2973.091897,2973.094811,2973.097265,2973.099329,2973.101068,2973.102531,2973.103762,2973.104798,2973.1056710000003,2973.106405,2973.107023,2973.107543,2973.1079809999997,2973.10835,2973.1086600000003,2973.108921,2973.109141,2973.1093260000002,2973.109482,1
53508.121230000004,53811.28211,54196.78626,54686.999410000004,55310.36218,56103.040089999995,57111.02182,58392.787260000005,60022.70039,62095.32361,64730.90394,68082.34942,64730.90394,62095.32361,60022.70039,58392.787260000005,57111.02182,56103.040089999995,55310.36218,54686.999410000004,54196.78626,53811.28211,53508.121230000004,53269.715189999995,53082.23242,52934.79577,52818.85143,52727.67268,52655.96961,52599.58223,52555.23914,52520.36769,52492.94474,52471.3793,52454.42022,52441.08358,52430.59563,52422.3479,52415.86187,52410.76125,52406.75012,52403.595760000004,52401.11517,52399.164430000004,52397.63037,52396.42398,52395.475269999995,52394.729210000005,52394.1425,52393.68112,52393.31828,52393.03295,52392.80857,52392.632110000006,52392.49334,52392.38422,52392.2984,52392.230910000006,52392.17784,52392.13611,52392.10328,52392.07747,52392.05718,52392.04121,52392.02866,52392.018789999995,52392.01103,52392.00492,52392.00012,52391.99635,52391.99338,52391.99104,52391.98921,52391.98776,52391.98663,52391.98574,52391.98503,52391.98448,52391.98405,52391.98371,52391.983439999996,52391.98323,52391.983060000006,52391.98293,52391.98283,52391.98275,52391.98268,52391.98263,52391.98259,52391.982560000004,52391.98254,52391.98252,52391.9825,52391.982489999995,52391.98248,52391.98248,52391.982469999995,52391.982469999995,52391.98246,52391.98246,2
75.509333,75.509394,75.509472,75.50957199999999,75.509699,75.509862,75.51007,75.510336,75.510677,75.511112,75.511668,75.51238000000001,75.51329,75.514453,75.515941,75.517843,75.520276,75.523386,75.527364,75.532449,75.538952,75.547268,75.5579,75.571496,75.588881,75.611112,75.639537,75.675884,75.72236099999999,75.781791,75.857783,75.954953,76.079203,76.23808100000001,76.441236,76.701009,77.033178,77.45791899999999,78.00103,78.695502,79.583515,80.719009,82.17095400000001,84.027541,86.401539,89.437147,93.318747,98.28211,104.628712,98.28211,93.318747,89.437147,86.401539,84.027541,82.17095400000001,80.719009,79.583515,78.695502,78.00103,77.45791899999999,77.033178,76.701009,76.441236,76.23808100000001,76.079203,75.954953,75.857783,75.781791,75.72236099999999,75.675884,75.639537,75.611112,75.588881,75.571496,75.5579,75.547268,75.538952,75.532449,75.527364,75.523386,75.520276,75.517843,75.515941,75.514453,75.51329,75.51238000000001,75.511668,75.511112,75.510677,75.510336,75.51007,75.509862,75.509699,75.50957199999999,75.509472,75.509394,75.509333,75.509286,75.509249,75.50921899999999,2
1.0429190000000002,1.0429190000000002,1.0429190000000002,1.0429190000000002,1.0429190000000002,1.0429190000000002,1.0429190000000002,1.0429190000000002,1.0429190000000002,1.0429190000000002,1.0429190000000002,1.042918,1.042918,1.042918,1.042918,1.042917,1.042917,1.042916,1.042915,1.042914,1.042913,1.042912,1.04291,1.042908,1.042905,1.042902,1.0428979999999999,1.042894,1.0428879999999998,1.0428819999999999,1.042874,1.042864,1.0428520000000001,1.042838,1.042821,1.0428,1.042775,1.0427440000000001,1.042707,1.042662,1.042607,1.042541,1.042461,1.0423639999999998,1.042246,1.042103,1.04193,1.041721,1.041467,1.04116,1.0407870000000001,1.040335,1.039788,1.039125,1.038322,1.037349,1.0361690000000001,1.03474,1.033008,1.03091,1.028367,1.0252860000000001,1.0215530000000002,1.0170290000000002,1.011548,1.0049059999999999,0.996858,0.9871059999999999,0.975289,0.9609700000000001,0.9436209999999999,0.9225969999999999,0.897123,0.8662559999999999,0.8288540000000001,0.783533,0.728617,0.783533,0.8288540000000001,0.8662559999999999,0.897123,0.9225969999999999,0.9436209999999999,0.9609700000000001,0.975289,0.9871059999999999,0.996858,1.0049059999999999,1.011548,1.0170290000000002,1.0215530000000002,1.0252860000000001,1.028367,1.03091,1.033008,1.03474,1.0361690000000001,1.037349,1.038322,1.039125,1
30812.020269999997,30710.89115,30592.330260000002,30453.33287,30290.3763,30099.3307,29875.35429,29612.77077,29304.925369999997,28944.016239999997,28520.8967,28024.84347,27443.284860000003,26761.4822,25962.156280000003,25025.04946,23926.41225,22638.40144,21128.37445,22638.40144,23926.41225,25025.04946,25962.156280000003,26761.4822,27443.284860000003,28024.84347,28520.8967,28944.016239999997,29304.925369999997,29612.77077,29875.35429,30099.3307,30290.3763,30453.33287,30592.330260000002,30710.89115,30812.020269999997,30898.280580000002,30971.85822,31034.617889999998,31088.15013,31133.81163,31172.759619999997,31205.981160000003,31234.31821,31258.48892,31279.105860000003,31296.691539999996,31311.691619999998,31324.48628,31335.399760000004,31344.708660000004,31352.648889999997,31359.42168,31365.19868,31370.1263,31374.32943,31377.914569999997,31380.9726,31383.581019999998,31385.80592,31387.7037,31389.322460000003,31390.703210000003,31391.88095,31392.88553,31393.742410000003,31394.47331,31395.096739999997,31395.628510000002,31396.0821,31396.468989999998,31396.799010000002,31397.0805,31397.3206,31397.5254,31397.70009,31397.8491,31397.9762,31398.08461,31398.17708,31398.25595,31398.32323,31398.38062,31398.42957,31398.47132,31398.50693,31398.537310000003,31398.56322,31398.58532,31398.604180000002,31398.620260000003,31398.63397,31398.645669999998,31398.65565,31398.664160000004,31398.67142,31398.67762,31398.6829,31398.6874,1
3216.305785,3216.305745,3216.305698,3216.3056420000003,3216.305575,3216.305494,3216.305398,3216.305284,3216.305147,3216.304983,3216.304788,3216.304555,3216.3042760000003,3216.303943,3216.3035449999998,3216.303069,3216.302501,3216.3018230000002,3216.301012,3216.300044,3216.298887,3216.297505,3216.295854,3216.293882,3216.291525,3216.2887100000003,3216.285347,3216.2813300000003,3216.27653,3216.2707960000002,3216.263946,3216.255763,3216.2459870000002,3216.2343079999996,3216.220356,3216.203687,3216.183775,3216.159986,3216.131566,3216.0976149999997,3216.057055,3216.008601,3215.950714,3215.8815600000003,3215.798944,3215.700248,3215.58234,3215.441482,3215.273205,3215.072173,3214.832009,3214.545098,3214.202339,3213.792861,3213.303679,3212.7192760000003,3212.021119,3211.187065,3210.190661,3209.000306,3207.578247,3205.879383,3203.8498329999998,3201.425229,3198.5286730000003,3195.0683,3190.934361,3185.995746,3180.095824,3173.047476,3164.62716,3154.5678190000003,3142.550418,3128.1938149999996,3111.042684,3090.5530670000003,3066.075123,3036.8325210000003,3001.897815,2960.163029,2910.304521,2850.7410010000003,2779.583376,2694.574841,2593.019302,2471.695866,2326.7566899999997,2153.604944,1946.749022,2153.604944,2326.7566899999997,2471.695866,2593.019302,2694.574841,2779.583376,2850.7410010000003,2910.304521,2960.163029,3001.897815,3036.8325210000003,1
33.012985,33.301846000000005,33.673257,34.150809,34.764837,35.55434,36.569466999999996,37.874696,39.552932,41.710772,39.552932,37.874696,36.569466999999996,35.55434,34.764837,34.150809,33.673257,33.301846000000005,33.012985,32.788327,32.613601,32.477711,32.372023,32.289826,32.225898,32.176179,32.137510999999996,32.107437,32.084047,32.065856,32.051708000000005,32.040704,32.032146999999995,32.025490999999995,32.020315000000004,32.016289,32.013158000000004,32.010721999999994,32.008829,32.007356,32.006209999999996,32.005319,32.004626,32.004087,32.003668,32.003341999999996,32.003088,32.002891,32.002738,32.002619,32.002526,32.002454,32.002398,32.002354,32.002320000000005,32.002294,32.002272999999995,32.002257,32.002245,32.002235,32.002228,32.002221999999996,32.002217,32.002214,32.002210999999996,32.002209,32.002207,32.002206,32.002205,32.002204,32.002203,32.002203,32.002203,32.002202000000004,32.002202000000004,32.002202000000004,32.002202000000004,32.002202000000004,32.002202000000004,32.002202000000004,32.002202000000004,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,32.002201,2
30039.84888,30040.29305,30040.8392,30041.51078,30042.336560000003,30043.35198,30044.60057,30046.13587,30048.02373,30050.345110000002,30053.19955,30056.709460000002,30061.025360000003,30066.33233,30072.85795,30080.88208,30090.7488,30102.88124,30117.79968,30136.14388,30158.70052,30186.43688,30220.542419999998,30262.479710000003,30314.04715,30377.456169999998,30455.42595,30551.30014,30669.190160000002,30814.151569999998,30992.40084,31211.581939999996,31481.094160000004,31812.495160000002,32219.996619999998,32721.07368,33337.21434,34094.84096,35026.44332,36171.9719,37580.551139999996,39312.586039999995,41442.352530000004,44061.18274,41442.352530000004,39312.586039999995,37580.551139999996,36171.9719,35026.44332,34094.84096,33337.21434,32721.07368,32219.996619999998,31812.495160000002,31481.094160000004,31211.581939999996,30992.40084,30814.151569999998,30669.190160000002,30551.30014,30455.42595,30377.456169999998,30314.04715,30262.479710000003,30220.542419999998,30186.43688,30158.70052,30136.14388,30117.79968,30102.88124,30090.7488,30080.88208,30072.85795,30066.33233,30061.025360000003,30056.709460000002,30053.19955,30050.345110000002,30048.02373,30046.13587,30044.60057,30043.35198,30042.336560000003,30041.51078,30040.8392,30040.29305,30039.84888,30039.48767,30039.19391,30038.95501,30038.76072,30038.60272,30038.47422,30038.36972,30038.28474,30038.21562,30038.15942,30038.11371,30038.076530000002,30038.0463,2
35.773753,35.774225,35.774792,35.775471,35.776286,35.777263,35.778434999999995,35.779841,35.781528,35.783551,35.785977,35.788887,35.792378,35.796565,35.801587,35.807611,35.814836,35.823503,35.833898,35.846365999999996,35.861321000000004,35.879259000000005,35.900775,35.926583,35.957538,35.994667,36.039201,36.092619,36.156690999999995,36.233542,36.325722,36.436288,36.568907,36.727978,36.918776,37.147631,37.422131,37.751383000000004,38.146306,38.619999,39.188173,39.869673,40.687103,41.667574,42.843606,44.254205,45.946158000000004,47.975581,50.409785,47.975581,45.946158000000004,44.254205,42.843606,41.667574,40.687103,39.869673,39.188173,38.619999,38.146306,37.751383000000004,37.422131,37.147631,36.918776,36.727978,36.568907,36.436288,36.325722,36.233542,36.156690999999995,36.092619,36.039201,35.994667,35.957538,35.926583,35.900775,35.879259000000005,35.861321000000004,35.846365999999996,35.833898,35.823503,35.814836,35.807611,35.801587,35.796565,35.792378,35.788887,35.785977,35.783551,35.781528,35.779841,35.778434999999995,35.777263,35.776286,35.775471,35.774792,35.774225,35.773753,35.77336,35.773031,35.772758,2
