F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,class
0.10560399999999999,0.20338499999999998,-0.023991,0.9956780000000001,0.261718,0.231839,0.220177,-0.787471,-1.1208120000000001,0.205481,A
0.080916,-0.063555,0.349432,0.9686450000000001,-1.347089,0.730137,0.52218,1.0338889999999998,0.46944300000000005,0.482471,F
0.056228999999999994,-0.087108,0.089814,1.312409,0.08296100000000001,0.024215,-0.006326,2.474066,0.282354,0.149653,A
-0.437525,-0.471816,0.463236,-0.545248,0.261718,3.6368769999999997,0.144676,-1.63039,-2.3368900000000004,3.353787,E
-0.10424100000000001,-0.456114,0.484575,0.14380199999999999,0.261718,-0.349509,0.408929,0.196444,-0.341275,-0.41224799999999995,F
0.29076199999999996,-0.26768600000000004,0.32453699999999996,-0.396177,-1.0789549999999999,-0.6401819999999999,0.6354310000000001,-0.647446,-0.777816,-0.778809,A
-0.116585,-0.189174,0.694403,0.974792,0.708609,0.06573999999999999,-1.025587,-0.257954,0.344717,0.8967940000000001,Y
0.14263599999999999,-0.000745,0.153829,0.9558450000000001,0.261718,-0.058835000000000005,0.069175,0.77813,-0.029461,0.027353,F
0.10560399999999999,0.7215630000000001,0.086258,0.505409,0.261718,-0.01731,-0.006326,0.100261,-0.65309,0.117273,F
0.512951,-0.071406,-3.210528,0.755482,0.976743,0.10726500000000001,-1.365341,0.20722,0.375899,1.159114,I
-0.215336,0.36040900000000003,0.096927,0.28618899999999997,0.17234000000000002,-1.802878,-2.724356,-3.7345349999999997,-3.7400559999999996,-2.861803,F
-3.498799,-0.11066199999999998,0.11470899999999999,0.500396,-4.9222150000000005,-0.9308559999999999,-1.440842,0.546427,1.280161,0.08213200000000001,I
0.043885,0.69801,0.022241999999999998,0.912997,0.261718,0.024215,0.408929,0.8648389999999999,-0.060641999999999995,-0.084566,F
-0.00549,-0.220579,-3.210528,1.071885,0.261718,1.394535,-0.610333,0.8279690000000001,0.46944300000000005,1.856672,A
0.29076199999999996,-0.181323,0.44189799999999996,-1.339925,0.261718,0.314889,0.069175,-1.587443,-1.151994,0.362535,F
-0.48690100000000003,-0.259834,-3.210528,0.221798,0.351096,1.685209,0.408929,-1.1686530000000002,-0.12300499999999999,1.398312,E
-0.091897,0.258344,0.445454,1.6435819999999999,0.08296100000000001,-0.6401819999999999,-0.006326,0.77081,0.126447,-0.46329,W
0.10560399999999999,0.20338499999999998,-0.023991,0.9956780000000001,0.261718,-0.681707,0.031425,-0.949356,-1.619716,-0.5186350000000001,A
0.303106,-0.354049,0.306755,-0.9184629999999999,0.17234000000000002,-0.183409,0.069175,-0.11402799999999999,-0.029461,-0.08580800000000001,F
-0.042522000000000004,0.407516,-3.210528,-0.636404,0.261718,0.813187,0.6354310000000001,-0.631021,-0.247731,0.479421,A
-3.498799,0.250492,0.23206999999999997,1.224178,-4.9222150000000005,0.480988,0.257927,0.275174,0.375899,0.42845200000000006,W
-0.202992,-0.47966800000000004,-3.210528,-0.88764,0.261718,1.0208110000000001,-0.044076,-0.684549,-0.497183,1.097897,D
0.10560399999999999,0.20338499999999998,-0.023991,0.9956780000000001,0.261718,-0.474083,-0.119577,1.210899,0.001721,-0.242862,A
0.09326,-1.6808990000000001,0.356544,0.180532,0.17234000000000002,0.439463,0.446679,-0.161168,0.219991,0.260223,A
0.117948,0.23479,0.050694,0.22045599999999999,0.261718,2.058932,0.031425,-0.998632,-0.590727,1.9884220000000001,A
-0.16596,-0.134216,0.256965,0.38704099999999997,0.261718,-0.681707,0.371178,0.885225,0.126447,-0.6899270000000001,F
-0.770809,-0.11066199999999998,0.32809299999999997,0.26205,0.17234000000000002,-0.9723809999999999,0.408929,-0.9138059999999999,-0.8089970000000001,-0.966327,D
0.15498,0.054213,0.164499,-0.048325,0.261718,0.356414,0.295677,0.144877,0.157628,0.278667,A
0.117948,0.06991499999999999,0.338762,-1.2960040000000002,0.261718,-1.761353,0.446679,-0.272127,0.718895,-1.6724080000000001,H
0.25373,-2.426761,0.352988,-0.05119,-0.095795,1.643684,0.220177,-1.489842,-0.8089970000000001,1.484216,A
-3.498799,-0.44041199999999997,-3.210528,-0.36475799999999997,-4.9222150000000005,0.9792860000000001,2.938206,-1.9702959999999998,-3.3970589999999996,0.738751,A
0.117948,0.124874,0.128935,0.3837,0.17234000000000002,0.605563,0.257927,0.054207000000000005,-0.310094,0.536068,A
0.25373,-0.338346,-3.210528,-1.790689,0.351096,-0.598658,0.182426,0.137849,-0.154186,-0.523373,A
0.21669899999999997,-0.424709,0.306755,-0.043282999999999995,0.261718,0.439463,0.295677,-0.18357300000000001,0.18880999999999998,0.335917,A
0.303106,-0.134216,-0.002652,-0.624558,0.261718,-0.14188399999999998,0.069175,-0.44040100000000004,0.31353600000000004,-0.043807,A
-3.498799,0.19553399999999999,0.22140100000000001,-0.25659499999999996,-4.9222150000000005,0.024215,0.182426,1.217539,-2.274526,0.043194,A
0.37716900000000003,0.014957,0.381439,0.29275300000000004,0.261718,-0.349509,0.55993,0.313461,0.8748020000000001,-0.497418,H
0.13029200000000002,-0.126364,0.27119099999999996,0.816262,0.261718,0.480988,0.673182,0.234421,-0.559546,0.170761,A
0.303106,-0.354049,0.306755,-0.9184629999999999,0.17234000000000002,0.06573999999999999,-0.119577,-1.63503,-0.559546,0.24922800000000003,F
-0.091897,0.22693899999999997,0.26763400000000004,0.024091,0.261718,-0.266459,0.333428,0.763005,0.905984,-0.30353600000000003,H
-3.4864550000000003,0.242641,3.2870199999999996,-1.488788,-3.045274,-1.636779,0.597681,1.12388,-2.804611,-1.635832,A
0.043885,0.407516,0.047137,0.460921,0.261718,-1.096956,-0.157328,-0.153111,-0.902542,-0.806295,F
0.809204,-0.09496,0.11826500000000001,0.987502,0.976743,0.314889,-1.2898399999999999,-0.088496,0.843621,1.2913459999999999,I
0.21669899999999997,-0.424709,0.306755,-0.043282999999999995,0.261718,-0.30798400000000004,0.182426,0.49218,0.438262,-0.25495300000000004,A
0.809204,-0.29123899999999997,0.036468,-0.399281,0.976743,-0.6401819999999999,-0.006326,-1.29231,0.812439,-0.462868,I
0.080916,0.588093,0.015130000000000001,0.00225,0.261718,-0.557133,0.371178,0.9323459999999999,0.282354,-0.580141,F
0.37716900000000003,-0.07925700000000001,0.153829,-1.1029520000000002,0.261718,0.730137,0.333428,0.544737,-0.12300499999999999,0.592366,A
0.364825,0.36826,0.19295,-0.42040600000000006,0.261718,0.397939,0.106925,-0.779044,0.18880999999999998,0.43356400000000006,H
0.10560399999999999,-0.087108,0.367214,1.522618,0.261718,0.854712,0.52218,0.875265,0.562987,0.579612,A
0.10560399999999999,-0.377602,0.260522,0.107578,0.261718,0.356414,0.106925,-0.042171,-0.310094,0.37582,F
-3.498799,0.391814,0.37432600000000005,-5.440122,0.261718,0.522513,1.5036909999999999,-1.8792380000000002,-0.746634,-0.21767899999999998,A
0.364825,-0.000745,-0.052441999999999996,1.293223,0.976743,-0.10036,-1.554093,0.804049,1.529613,1.0700379999999998,I
9.52396,-0.181323,0.068476,-2.8098080000000003,-2.777139,-2.093552,0.6354310000000001,0.859267,-3.864781,-2.049311,A
0.266074,0.258344,-3.210528,-0.405994,0.261718,-0.058835000000000005,-0.044076,0.917902,0.31353600000000004,0.095044,A
0.09326,-0.212727,0.260522,-0.5272560000000001,0.261718,0.190314,1.050686,0.191357,0.18880999999999998,-0.271228,F
-0.28939899999999996,0.09346900000000001,0.402778,-0.087353,-1.436467,0.14879,0.371178,0.646979,1.529613,0.056262,E
-0.00549,0.478177,0.029355000000000003,-0.247644,0.17234000000000002,-0.349509,0.484429,-0.596403,-0.060641999999999995,-0.451488,A
-0.277055,0.030659,0.44189799999999996,0.131866,0.17234000000000002,-0.349509,0.484429,0.12453,0.219991,-0.43723900000000004,D
