,time_1,accuracy_1,precision_1,recall_1,f1score_1,model_1,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1score_mean,f1score_std
AP_Prostate_Ovary,14410.464500188828,1.0,1.0,1.0,1.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.7500000000000001, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
 ...   subsample=0.45, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
aaaData_for_UCI_named,14425.876929044724,1.0,1.0,1.0,1.0,"Pipeline(memory=None,
     steps=[('bernoullinb', BernoulliNB(alpha=100.0, binarize=0.0, class_prior=None, fit_prior=False))])",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
analcatdata_authorship,14401.682074785233,0.995260663507109,0.9953274147253187,0.995260663507109,0.9952627512285719,"Pipeline(memory=None,
     steps=[('pca', PCA(copy=True, iterated_power=1, n_components=None, random_state=None,
  svd_solver='randomized', tol=0.0, whiten=False)), ('standardscaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('linearsvc', LinearSVC(C=0.0001, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.01,
     verbose=0))])",0.995260663507109,0.0,0.9953274147253187,0.0,0.995260663507109,0.0,0.9952627512285719,0.0
dataset_186_satimage,14410.778800487518,0.917910447761194,0.9164423310884036,0.917910447761194,0.9163829132847456,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=6,
              max_features=0.3, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              mi....8500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",0.917910447761194,0.0,0.9164423310884036,0.0,0.917910447761194,0.0,0.9163829132847456,0.0
dataset_24_mushroom,14522.319794654846,1.0,1.0,1.0,1.0,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=False, class_weight=None, criterion='gini',
            max_depth=None, max_features=0.9500000000000001,
            max_leaf_nodes=None, min_impurity_decrease=0.0,
            min_impurity_split=None, min_samples_leaf=7,
            min_samples_split=17, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
dataset_39_ecoli,14405.667425394058,0.9166666666666666,0.924537037037037,0.9166666666666666,0.9178726035868893,"Pipeline(memory=None,
     steps=[('rbfsampler', RBFSampler(gamma=0.4, n_components=100, random_state=None)), ('stackingestimator', StackingEstimator(estimator=GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.01, loss='deviance', max_depth=3,
              max_features=0.2, max_lea...    subsample=0.8, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",0.9166666666666666,0.0,0.924537037037037,0.0,0.9166666666666666,0.0,0.9178726035868893,0.0
dataset_44_spambase,14442.69393157959,0.9574283231972198,0.9574534810275904,0.9574283231972198,0.9573119138172977,"Pipeline(memory=None,
     steps=[('xgbclassifier', XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=0.1, max_delta_step=0,
       max_depth=8, min_child_weight=1, missing=None, n_estimators=100,
       n_jobs=1, nthread=1, objective='binary:logistic', random_state=0,
       reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=0.7000000000000001))])",0.9574283231972198,0.0,0.9574534810275904,0.0,0.9574283231972198,0.0,0.9573119138172977,0.0
dataset_61_iris,14411.327847719193,0.9473684210526315,0.9569377990430623,0.9473684210526315,0.9482456140350877,"Pipeline(memory=None,
     steps=[('normalizer', Normalizer(copy=True, norm='l2')), ('stackingestimator', StackingEstimator(estimator=ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.8, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurit...=None, verbose=0, warm_start=False))), ('gaussiannb', GaussianNB(priors=None, var_smoothing=1e-09))])",0.9473684210526315,0.0,0.9569377990430623,0.0,0.9473684210526315,0.0,0.9482456140350877,0.0
electricity-normalized,14486.470101118088,0.9205508474576272,0.9205019289399939,0.9205508474576272,0.9205214339922038,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features=0.9500000000000001,
            max_leaf_nodes=None, min_impurity_decrease=0.0,
            min_impurity_split=None, min_samples_leaf=2,
            min_samples_split=7, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])",0.9205508474576272,0.0,0.9205019289399939,0.0,0.9205508474576272,0.0,0.9205214339922038,0.0
ipums_la_99-small,14499.646881818771,0.9330619629127092,0.8977019830799142,0.9330619629127092,0.9072669052291731,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.01, loss='deviance', max_depth=9,
              max_features=0.25, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              ...    subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",0.9330619629127092,0.0,0.8977019830799142,0.0,0.9330619629127092,0.0,0.9072669052291731,0.0
